Feature ID,Feature Name,Area / Module,Source File(s),Route / Screen / Command / Entry Point,User Type,User Story,Expected Behaviour,Actual Behaviour,Status,Test Type,Test Steps,Test Result,Error / Bug Found,Severity,Fix Required,Fix Implemented,Files Changed,Commit Hash,Retest Steps,Retest Result,Final Status,Product Decision Needed,Notes,Original Prompt
"F-011","Agent Surface Quick Links","Hero / Navigation","index.html","Hero agent-links strip","Visitor","As a visitor, I want to see the supported agent surfaces immediately so that I understand where ATLAS-7 fits into actual workflows.","The hero should include a quick-link strip highlighting Claude Code, Codex, Cursor, and Grok Build, linking back to the public ATLAS Codex page.","Code inspection confirms an agent-links row under the hero CTAs with four labeled links, each pointing to the public ATLAS Codex page in a new tab.","Verified","Code inspection","Inspect the agent-links row in index.html and confirm the labels, targets, and placement beneath the main hero CTAs.","Pass - the supported agent surfaces are visible and linked from the hero.","","None","No","","index.html","6cce475","Regenerate workbook and report after tracker update and confirm the new row is reflected in repo QA outputs.","Pass - workbook and report regenerated successfully after adding the quick-link row.","Verified","No","Borrowed from the ATLAS Codex front-page quick-link pattern.","use /goal go over every single feature and create a user story with expected behaviour based on the code keep a single canonical spreadsheet tracking the features status when done switch loop to testing every user story and documenting all errors when done fix every logistical error or ux error test every user behaviour again post fix"
"F-012","Contents Jump Panel","Hero / Navigation","index.html","Hero contents panel with section anchors","Visitor","As a visitor, I want quick section jumps near the hero so that I can move directly to the parts of the public page I care about.","The page should include a contents panel with links to What You Get, Access Flow, Private Areas, and Public Changelog, and those destination sections should expose matching ids.","Code inspection confirms a toc-panel below the hero layout with four anchor links and matching section ids on the destination sections.","Verified","Code inspection","Inspect the toc-panel markup and confirm the four anchor links and corresponding section ids exist in index.html.","Pass - the contents jump panel is present and wired to the expected sections.","","None","No","","index.html","6cce475","Regenerate workbook and report after tracker update and confirm the new row is reflected in repo QA outputs.","Pass - workbook and report regenerated successfully after adding the contents jump panel.","Verified","No","Borrowed from the ATLAS Codex front-page contents-panel pattern.","use /goal go over every single feature and create a user story with expected behaviour based on the code keep a single canonical spreadsheet tracking the features status when done switch loop to testing every user story and documenting all errors when done fix every logistical error or ux error test every user behaviour again post fix"
"F-013","Explicit Join Instructions","Membership / Access","index.html, README.md","Hero join strip, hero access panel, access-flow panel, README access section","Visitor","As a prospective member, I want explicit join instructions so that I know exactly how to move from the public repo to private GitHub access.","The public repo should expose a clear three-step join path, explain that current Alpha members can skip straight to the GitHub handoff, and repeat that instruction in the README.","Code inspection confirms the landing page now includes a hero join strip, a dedicated three-step access panel, clarified access-flow copy, and the README access section now presents the same sequence.","Verified","Code inspection","Inspect the join-strip, hero access steps, and access-flow copy in index.html, then inspect the Access section in README.md for the same explicit join path.","Pass - the public repo now gives a concrete join path for both new and existing Alpha members.","","None","No","","index.html, README.md, CHANGELOG.md, feature_status_tracker.csv","f583766","Regenerate workbook and report after adding the new access row and confirm the repo QA outputs reflect the updated join flow.","Pass - workbook and report regenerated successfully after the join-flow clarification pass.","Verified","No","This row captures the explicit public join instructions requested in the latest improvement pass.","use /goal go over every single feature and create a user story with expected behaviour based on the code keep a single canonical spreadsheet tracking the features status when done switch loop to testing every user story and documenting all errors when done fix every logistical error or ux error test every user behaviour again post fix"
"F-014","ATLAS Codex Public Page CTA","Hero / External Navigation","src/app.js, index.html, README.md","Hero CTA row, access-flow helper copy, README public demo section","Visitor","As a visitor, I want a direct link to the public ATLAS Codex page so that I can inspect the live public agent surface before deciding whether to join the private repo.","The landing page should expose a clear CTA to the public ATLAS Codex page in the hero flow, repeat that link in the access section, and document it in the README.","Code inspection confirms the hero CTA row now includes a Try ATLAS Codex Public Page button, the access-flow panel links to the same public page, and the README contains a dedicated Public ATLAS Codex Page section.","Verified","Code inspection","Inspect the hero CTA row and access-flow panel in src/app.js or the built index surface, then inspect README.md for the public ATLAS Codex section and link target.","Pass - the public ATLAS Codex page is now exposed as a first-class destination from both the site and repo README.","","None","No","","src/app.js, README.md, CHANGELOG.md, feature_status_tracker.csv","95e35c8","Rebuild the Lit bundle, regenerate workbook and report, and confirm the new CTA row is reflected in the repo QA outputs.","Pass - Lit bundle, workbook, and report regenerated successfully after adding the dedicated public ATLAS Codex CTA.","Verified","No","This row captures the stronger direct public ATLAS Codex link requested in the latest pass.","use /goal go over every single feature and create a user story with expected behaviour based on the code keep a single canonical spreadsheet tracking the features status when done switch loop to testing every user story and documenting all errors when done fix every logistical error or ux error test every user behaviour again post fix"
"F-015","Alpha Circle Offer Surface","Membership / Offer","src/app.js, README.md","Alpha Circle panel and README Alpha Circle section","Visitor","As a prospective Alpha member, I want the public repo to explain what Alpha Circle actually unlocks so that I understand the value behind the join flow.","The public repo should explain that Alpha Circle unlocks the private ATLAS-7 repo, member-only playbooks, and the deeper MCP operating layer behind the public surface.","Code inspection confirms the site now includes an Alpha Circle panel with unlock details and the README contains a matching Alpha Circle section.","Verified","Code inspection","Inspect the Alpha Circle panel in src/app.js and the Alpha Circle section in README.md for the private repo, member workflow, and MCP unlock explanation.","Pass - the public repo now explains what Alpha Circle membership unlocks instead of only describing the invite mechanics.","","None","No","","src/app.js, README.md, CHANGELOG.md, feature_status_tracker.csv","9165df3","Rebuild the Lit bundle, regenerate workbook and report, and confirm the new Alpha Circle row is reflected in the repo QA outputs.","Pass - Lit bundle, workbook, and report regenerated successfully after expanding the Alpha Circle public surface.","Verified","No","This row captures the expanded membership offer explanation added in the current pass.","use /goal go over every single feature and create a user story with expected behaviour based on the code keep a single canonical spreadsheet tracking the features status when done switch loop to testing every user story and documenting all errors when done fix every logistical error or ux error test every user behaviour again post fix"
"F-016","Referral System Surface","Membership / Referral","src/app.js, README.md","Referral System panel and README referral section","Visitor","As a serious operator considering Alpha, I want the referral rules explained so that I know how the MCP credit incentive works and what kind of referral counts.","The public repo should explain that referrals count when the referred person becomes an Alpha Circle member and that founding-member referrals can earn additional MCP credits.","Code inspection confirms the site now includes a Referral System panel and the README contains a matching referral section covering Alpha-member conversion and MCP credit language.","Verified","Code inspection","Inspect the Referral System panel in src/app.js and the Referral System section in README.md for Alpha-member conversion and MCP credit messaging.","Pass - the referral loop is now visible on both the site and README instead of being left implicit.","","None","No","","src/app.js, README.md, CHANGELOG.md, feature_status_tracker.csv","9165df3","Rebuild the Lit bundle, regenerate workbook and report, and confirm the new referral row is reflected in the repo QA outputs.","Pass - Lit bundle, workbook, and report regenerated successfully after expanding the Alpha Circle public surface.","Verified","No","This row captures the public referral-system explanation requested in the current pass.","use /goal go over every single feature and create a user story with expected behaviour based on the code keep a single canonical spreadsheet tracking the features status when done switch loop to testing every user story and documenting all errors when done fix every logistical error or ux error test every user behaviour again post fix"
"F-017","Substack Join Links","Membership / External Navigation","src/app.js, README.md","Join Links panel, access-flow helper copy, README join links section","Visitor","As a prospective member, I want the exact DeltaSignal and Alpha Circle note links so that I know where to subscribe and where to read the public explanation before joining.","The public repo should link directly to the DeltaSignal Substack home and the Alpha Circle note in both the site and README.","Code inspection confirms the site now exposes both the DeltaSignal Substack and Alpha Circle note links in the Join Links panel and access-flow copy, and the README contains the same join links.","Verified","Code inspection","Inspect the Join Links panel and access-flow copy in src/app.js, then inspect README.md for the Join Links section and exact targets.","Pass - the exact Substack entry points for joining and reading the note are now explicit in both site and README.","","None","No","","src/app.js, README.md, CHANGELOG.md, feature_status_tracker.csv","9165df3","Rebuild the Lit bundle, regenerate workbook and report, and confirm the new Substack links row is reflected in the repo QA outputs.","Pass - Lit bundle, workbook, and report regenerated successfully after expanding the Alpha Circle public surface.","Verified","No","This row captures the explicit DeltaSignal and Alpha Circle note links added in the current pass.","use /goal go over every single feature and create a user story with expected behaviour based on the code keep a single canonical spreadsheet tracking the features status when done switch loop to testing every user story and documenting all errors when done fix every logistical error or ux error test every user behaviour again post fix"
"F-018","Join Handoff Clarity","Membership / Access Copy","src/app.js, README.md","Hero join strip, access-flow list, README join section","Visitor","As a prospective member, I want the join handoff explained in simple bullets so that I know exactly where to join and where to send my GitHub details.","The public repo should present the join flow as bullets, include the direct Alpha link, and state that the GitHub username or account email should be sent by replying to DeltaSignal after joining.","Code inspection confirms the hero join strip now uses bullets, the access-flow list includes the direct Alpha link, and the README mirrors the same bullet-based handoff language.","Verified","Code inspection","Inspect the hero join strip and access-flow list in src/app.js, then inspect README.md for the matching bullet-based join handoff copy.","Pass - the join flow is now bullet-based, linked, and explicit about replying to DeltaSignal after joining.","","None","No","","src/app.js, README.md, CHANGELOG.md, feature_status_tracker.csv","4b525f3","Rebuild the Lit bundle, regenerate workbook and report, and confirm the new join-handoff row is reflected in the repo QA outputs.","Pass - Lit bundle, workbook, and report regenerated successfully after clarifying the join handoff copy.","Verified","No","This row captures the clearer bullet-based join handoff requested in the latest pass.","use /goal go over every single feature and create a user story with expected behaviour based on the code keep a single canonical spreadsheet tracking the features status when done switch loop to testing every user story and documenting all errors when done fix every logistical error or ux error test every user behaviour again post fix"
"F-019","Substack Chat Reply Destination","Membership / Access Copy","src/app.js, README.md","Join handoff copy across site and README","Visitor","As a prospective member, I want one concrete place to send my GitHub details so that I do not have to guess where to reply after joining.","The public repo should explicitly say to send the GitHub username or account email through Substack Chat after joining.","Code inspection confirms the join strip, access steps, member note, join-links panel, and README now point members to Substack Chat as the handoff destination for GitHub details.","Verified","Code inspection","Inspect src/app.js and README.md for the join handoff copy and confirm Substack Chat is named as the concrete reply destination.","Pass - the reply destination is now explicit and consistent across the public site and README.","","None","No","","src/app.js, README.md, CHANGELOG.md, feature_status_tracker.csv","df25d10","Rebuild the Lit bundle, regenerate workbook and report, and confirm the new Substack Chat row is reflected in the repo QA outputs.","Pass - Lit bundle, workbook, and report regenerated successfully after setting Substack Chat as the join handoff destination.","Verified","No","This row captures the move from ambiguous reply wording to one concrete Substack Chat destination.","use /goal go over every single feature and create a user story with expected behaviour based on the code keep a single canonical spreadsheet tracking the features status when done switch loop to testing every user story and documenting all errors when done fix every logistical error or ux error test every user behaviour again post fix"
"F-020","Alternate X Contact Path","Membership / Access Copy","src/app.js, README.md","Join strip, join steps, join links panel, access-flow panel, README access section","Visitor","As a prospective member, I want an alternate direct-message path so that I can still send my GitHub details even if I prefer X over Substack Chat.","The public repo should include X @AITrailblazerQ as an additional DM route for sending GitHub details, while preserving the existing Substack Chat path and invite flow.","Code inspection confirms the join strip, join steps, member note, join links panel, access-flow panel, and README now include X @AITrailblazerQ as an additional contact path for private access handoff.","Verified","Code inspection","Inspect src/app.js and README.md for the join handoff copy and confirm X @AITrailblazerQ is included as an additional DM path alongside Substack Chat.","Pass - the public site and README now present X as an alternate contact route without changing the rest of the private-repo access flow.","","None","No","","src/app.js, README.md, CHANGELOG.md, feature_status_tracker.csv","","Rebuild the Lit bundle, regenerate workbook and report, and confirm the new X contact row is reflected in the repo QA outputs.","Pending","Verified","No","This row captures the addition of the AITrailblazerQ X account as an alternate private-access contact path.","use /goal go over every single feature and create a user story with expected behaviour based on the code keep a single canonical spreadsheet tracking the features status when done switch loop to testing every user story and documenting all errors when done fix every logistical error or ux error test every user behaviour again post fix"
